Application ID/ Customer number,Loan No.,Branch,Loan Product,Principal amount,Loan release date,Repayment date,Total Cost,Total Repaid,Loan Interest,Initiation Fee,Penalties
W2001,1,Waiyaki Way,SUPA FAST,9500,10/14/2021,11/13/2021,12350,12350,2850,500,0
W2001,2,Waiyaki Way,SUPA FAST,9500,12/3/2021,1/2/2022,12350,12350,2850,0,0
W2001,3,Waiyaki Way,SUPA FAST,9500,1/19/2022,2/18/2023,12350,12350,2850,0,0
W2001,4,Waiyaki Way,SUPA FAST,14500,2/16/2022,3/18/2022,18850,1400,4350,0,4060
W2002,1,Waiyaki Way,SUPA FAST,10000,10/15/2021,11/14/2021,13000,13000,3000,500,600
W2002,2,Waiyaki Way,SUPA FAST,10000,11/15/2021,12/15/2021,13000,13000,3000,0,0
W2002,3,Waiyaki Way,SUPA FAST,10000,12/14/2021,1/13/2022,13000,0,3000,0,2800
W2003,1,Waiyaki Way,SUPA FAST,10000,10/19/2021,11/18/2021,13000,13000,3000,500,0
W2003,2,Waiyaki Way,SUPA FAST,10000,11/26/2021,12/26/2021,13000,13000,3000,0,0
W2004,1,Waiyaki Way,SUPA FAST,8000,10/21/2021,11/20/2021,10400,10400,2400,500,0
W2004,2,Waiyaki Way,SUPA FAST,8000,11/19/2021,12/18/2021,10400,10400,2400,0,0
W2004,3,Waiyaki Way,SUPA FAST,8000,12/17/2021,1/16/2022,10400,10400,2400,0,0
W2004,4,Waiyaki Way,SUPA FAST,8000,1/14/2022,2/13/2022,10400,10400,2400,0,0
W2004,5,Waiyaki Way,SUPA FAST,8000,2/11/2022,3/13/2022,10400,10400,2400,0,0
W2004,5,Waiyaki Way,SUPA FAST,8000,3/15/2022,4/14/2022,10400,10400,2400,0,0
W2004,6,Waiyaki Way,SUPA FAST,8000,4/12/2022,5/12/2022,10400,10400,2400,0,0
W2004,7,Waiyaki Way,SUPA FAST,10000,5/10/2022,6/9/2022,13000,13000,3000,0,0
W2004,8,Waiyaki Way,SUPA FAST,10000,6/8/2022,7/8/2022,13000,13000,3000,0,0
W2004,9,Waiyaki Way,SUPA FAST,10000,7/4/2022,8/3/2022,13000,13000,3000,0,0
W2004,10,Waiyaki Way,SUPA FAST,10000,7/30/2022,8/29/2022,13000,13000,3000,0,0
W2004,11,Waiyaki Way,SUPA FAST,10000,8/26/2022,9/25/2022,13000,13000,3000,0,0
W2004,12,Waiyaki Way,SUPA FAST,10000,9/26/2022,10/26/2022,13000,13000,3000,0,0
W2004,13,Waiyaki Way,SUPA FAST,10000,10/27/2022,11/26/2022,13000,13000,3000,0,0
W2004,14,Waiyaki Way,SUPA FAST,10000,11/24/2022,12/24/2022,13000,13000,3000,0,0
W2004,15,Waiyaki Way,SUPA FAST,10000,12/21/2022,1/20/2023,13000,3190,3000,0,2800
W2005,1,Waiyaki Way,SUPA FAST,6500,10/21/2021,11/20/2021,8450,8450,1950,500,0
W2005,2,Waiyaki Way,SUPA FAST,6500,11/18/2021,12/18/2021,8450,8450,1950,0,0
W2005,3,Waiyaki Way,SUPA FAST,6500,12/17/2021,1/16/2022,8450,8450,1950,0,0
W2005,4,Waiyaki Way,SUPA FAST,8000,1/14/2022,2/13/2022,10400,10400,2400,0,0
W2005,5,Waiyaki Way,SUPA FAST,8000,2/11/2022,3/13/2022,10400,10400,2400,0,0
W2005,6,Waiyaki Way,SUPA FAST,8000,3/11/2022,4/10/2022,10400,10400,2400,0,0
W2005,7,Waiyaki Way,SUPA FAST,8000,4/6/2022,5/6/2022,10400,6200,2400,0,2240
W2006,1,Waiyaki Way,SUPA FAST,9800,10/21/2021,11/20/2021,12740,12740,2940,500,0
W2006,2,Waiyaki Way,SUPA FAST,9800,11/10/2021,12/10/2021,12740,9715,2940,0,3060
W2007,1,Waiyaki Way,SUPA FAST,6000,10/27/2021,11/26/2021,7800,7800,1800,500,0
W2007,2,Waiyaki Way,SUPA FAST,6000,11/22/2021,12/22/2021,7800,7800,1800,0,0
W2007,3,Waiyaki Way,SUPA FAST,6000,12/20/2021,1/19/2022,7800,7800,1800,0,0
W2007,4,Waiyaki Way,SUPA FAST,6000,1/10/2022,2/9/2022,7800,7800,1800,0,0
W2007,5,Waiyaki Way,SUPA FAST,6000,2/4/2022,3/6/2022,7800,7800,1800,0,0
W2007,6,Waiyaki Way,SUPA FAST,8000,3/3/2022,4/2/2022,10400,10400,2400,0,0
W2007,7,Waiyaki Way,SUPA FAST,8000,3/30/2022,4/29/2022,10400,10400,2400,0,0
W2007,8,Waiyaki Way,SUPA FAST,8000,4/28/2022,5/28/2022,10400,10400,2400,0,0
W2007,9,Waiyaki Way,SUPA FAST,8000,5/24/2022,6/23/2022,10400,10400,2400,0,0
W2007,10,Waiyaki Way,SUPA FAST,10000,6/16/2022,7/16/2022,13000,13000,3000,0,0
W2007,11,Waiyaki Way,SUPA FAST,10000,7/14/2022,8/13/2022,13000,2070,3000,0,2800
W2008,1,Waiyaki Way,SUPA FAST,3000,10/27/2021,11/26/2021,3900,3900,900,500,0
W2008,2,Waiyaki Way,SUPA FAST,3000,11/15/2021,12/15/2021,3900,3900,900,0,0
W2008,3,Waiyaki Way,SUPA FAST,3000,1/4/2022,2/3/2022,3900,3900,900,0,0
W2008,4,Waiyaki Way,SUPA FAST,3000,2/12/2022,3/14/2022,3900,3900,900,0,0
W2008,5,Waiyaki Way,SUPA FAST,2000,3/24/2022,4/23/2022,2600,2600,600,0,0
W2008,6,Waiyaki Way,SUPA FAST,3000,4/19/2022,5/19/2022,3900,3900,900,0,0
W2008,7,Waiyaki Way,SUPA FAST,3000,5/17/2022,6/16/2022,3900,3900,900,0,0
W2008,8,Waiyaki Way,SUPA FAST,3000,6/17/2022,7/17/2022,3900,3900,900,0,0
W2008,9,Waiyaki Way,SUPA FAST,3000,9/23/2022,10/22/2022,3900,975,900,0,840
W2009,1,Waiyaki Way,SUPA FAST,3000,10/30/2021,11/29/2021,3900,3900,900,500,0
W2010,1,Waiyaki Way,SUPA FAST,10000,11/3/2021,12/3/2021,13000,13000,3000,500,0
W2010,2,Waiyaki Way,SUPA FAST,8000,11/30/2021,12/30/2021,10400,10400,2400,0,0
W2010,3,Waiyaki Way,SUPA FAST,10000,1/4/2022,2/3/2022,13000,13000,3000,0,600
W2010,4,Waiyaki Way,SUPA FAST,15000,2/4/2022,3/6/2022,19500,19500,4500,0,0
W2010,5,Waiyaki Way,SUPA FAST,15000,3/2/2022,4/1/2022,19500,19500,4500,0,0
W2010,6,Waiyaki Way,SUPA FAST,15000,3/31/2022,4/30/2022,19500,19500,4500,0,0
W2010,7,Waiyaki Way,SUPA FAST,20000,4/26/2022,4/26/2022,26000,26000,6000,0,0
W2010,8,Waiyaki Way,SUPA FAST,20000,5/25/2022,6/24/2022,26000,26000,6000,0,0
W2010,9,Waiyaki Way,SUPA FAST,25000,6/22/2022,7/22/2022,32500,32500,7500,0,0
W2010,10,Waiyaki Way,SUPA FAST,25000,7/19/2022,8/18/2022,32500,10200,7500,0,1500
W2011,1,Waiyaki Way,SUPA FAST,3000,11/5/2021,12/5/2021,3900,3900,900,500,0
W2012,1,Waiyaki Way,SUPA FAST,10000,11/5/2021,12/5/2021,13000,13000,3000,0,0
W2012,2,Waiyaki Way,SUPA FAST,12000,11/20/2021,12/20/2021,15600,16500,3600,0,0
W2013,1,Waiyaki Way,SUPA FAST,5000,11/6/2021,12/6/2021,6500,1625,1500,500,1400
W2014,1,Waiyaki Way,SUPA FAST,10000,11/8/2021,12/8/2021,13000,13000,3000,500,600
W2015,1,Waiyaki Way,SUPA FAST,5000,11/8/2021,12/8/2021,6500,6500,1500,500,0
W2015,2,Waiyaki Way,SUPA FAST,5000,1/28/2022,2/27/2022,6500,6500,1500,0,0
W2015,3,Waiyaki Way,SUPA FAST,5000,2/23/2022,3/25/2022,6500,6500,1500,0,0
W2015,4,Waiyaki Way,SUPA FAST,5000,3/19/2022,4/18/2022,6500,6500,1500,0,0
W2016,1,Waiyaki Way,SUPA FAST,3000,11/9/2021,12/8/2021,3900,3900,900,0,0
W2017,1,Waiyaki Way,SUPA FAST,10000,11/10/2021,12/10/2021,13000,13000,3000,500,600
W2017,2,Waiyaki Way,SUPA FAST,10000,12/9/2021,1/8/2022,13000,0,3000,0,1600
W2018,1,Waiyaki Way,SUPA FAST,6000,11/11/2021,12/11/2021,7800,7800,1800,500,0
W2018,2,Waiyaki Way,SUPA FAST,6000,12/7/2021,1/6/2022,7800,7800,1800,0,0
W2018,3,Waiyaki Way,SUPA FAST,5000,2/7/2022,3/9/2022,6500,6500,1500,0,0
W2018,4,Waiyaki Way,SUPA FAST,6000,3/7/2022,4/6/2022,7800,7800,1800,0,0
W2018,5,Waiyaki Way,SUPA FAST,6000,4/4/2022,5/4/2022,7800,7800,1800,0,0
W2018,6,Waiyaki Way,SUPA FAST,6000,4/30/2022,5/30/2022,7800,7800,1800,0,0
W2018,7,Waiyaki Way,SUPA FAST,6000,5/26/2022,6/25/2022,7800,7800,1800,0,0
W2018,8,Waiyaki Way,SUPA FAST,7000,6/21/2022,7/21/2022,9100,9100,2100,0,0
W2018,9,Waiyaki Way,SUPA FAST,7000,7/18/2022,8/17/2022,9100,9100,2100,0,0
W2018,10,Waiyaki Way,SUPA FAST,7000,8/15/2022,9/14/2022,9100,9100,2100,0,0
W2018,11,Waiyaki Way,SUPA FAST,7000,9/20/2022,10/20/2022,9100,9100,2100,0,0
W2018,12,Waiyaki Way,SUPA FAST,7000,10/18/2022,11/17/2022,9100,9100,2100,0,0
W2018,13,Waiyaki Way,SUPA FAST,7000,11/14/2022,12/14/2022,9100,9100,2100,0,0
W2018,14,Waiyaki Way,SUPA FAST,7000,12/13/2022,1/12/2023,9100,9100,2100,0,0
W2018,15,Waiyaki Way,SUPA FAST,7000,1/11/2023,2/10/2023,9100,9100,2100,0,0
W2018,16,Waiyaki Way,SUPA FAST,7000,2/8/2023,3/10/2023,9100,9100,2100,0,0
W2018,17,Waiyaki Way,SUPA FAST,7000,3/8/2023,4/7/2023,9100,9100,2100,0,0
W2018,18,Waiyaki Way,SUPA FAST,8000,4/5/2023,5/5/2023,10400,10400,2400,0,0
W2018,19,Waiyaki Way,SUPA FAST,8000,5/4/2023,6/3/2023,10400,10400,2400,0,0
W2018,20,Waiyaki Way,SUPA FAST,8000,6/2/2023,7/2/2023,10400,10400,2400,0,0
W2018,21,Waiyaki Way,SUPA FAST,8000,7/10/2023,8/9/2023,10400,5200,2400,0,0
W2019,1,Waiyaki Way,SUPA FAST,7000,11/12/2021,12/12/2021,9100,9100,2100,500,0
W2019,2,Waiyaki Way,SUPA FAST,4000,1/27/2022,2/26/2022,5200,5200,1200,0,0
W2019,3,Waiyaki Way,SUPA FAST,4000,2/23/2022,3/25/2022,5200,5200,1200,0,0
W2019,4,Waiyaki Way,SUPA FAST,4000,4/1/2022,5/1/2022,5200,5200,1200,0,0
W2019,5,Waiyaki Way,SUPA FAST,4000,5/31/2022,6/30/2022,5200,5200,1200,0,0
W2019,6,Waiyaki Way,SUPA FAST,4000,7/8/2022,8/7/2022,5200,5200,1200,0,0
W2019,7,Waiyaki Way,SUPA FAST,4000,8/5/2022,9/4/2022,5200,5200,1200,0,0
W2019,8,Waiyaki Way,SUPA FAST,4000,1/20/2023,2/19/2023,5200,5200,1200,0,0
W2019,9,Waiyaki Way,SUPA FAST,4000,2/28/2023,3/30/2023,5200,5200,1200,0,0
W2019,10,Waiyaki Way,SUPA FAST,5000,3/16/2023,4/15/2023,6500,6500,1500,0,0
W2019,11,Waiyaki Way,SUPA FAST,4000,4/17/2023,5/17/2023,5200,5200,1200,0,0
W2019,12,Waiyaki Way,SUPA FAST,4000,6/13/2023,7/13/2023,5200,5200,1200,0,0
W2019,13,Waiyaki Way,SUPA FAST,4000,7/18/2023,8/17/2023,5200,700,1200,0,0
W2020,1,Waiyaki Way,SUPA FAST,3000,11/13/2021,12/13/2021,3900,950,900,500,840
W2021,1,Waiyaki Way,SUPA FAST,8000,11/13/2021,12/13/2021,10400,10400,2400,500,0
W2022,1,Waiyaki Way,SUPA FAST,10000,11/13/2021,12/13/2021,13000,13000,3000,500,0
W2023,1,Waiyaki Way,SUPA FAST,5000,11/15/2021,12/15/2021,6500,6500,1500,500,0
W2023,2,Waiyaki Way,SUPA FAST,5000,12/7/2021,1/6/2022,6500,6500,1500,0,0
W2024,1,Waiyaki Way,SUPA FAST,5000,11/15/2021,12/15/2021,6500,6500,1500,500,0
W2025,1,Waiyaki Way,SUPA FAST,10000,11/15/2021,12/15/2021,13000,13000,3000,500,0
W2025,2,Waiyaki Way,SUPA FAST,10000,12/15/2021,1/14/2022,13000,13000,3000,0,0
W2025,3,Waiyaki Way,SUPA FAST,10000,1/10/2022,2/12/2022,13000,13000,3000,0,0
W2025,4,Waiyaki Way,SUPA FAST,15000,1/27/2022,2/29/2022,19500,19500,4500,0,0
W2025,5,Waiyaki Way,SUPA FAST,15000,2/28/2022,3/30/2022,19500,19500,4500,0,0
W2025,6,Waiyaki Way,SUPA FAST,15000,3/28/2022,4/27/2022,19500,19500,4500,0,0
W2025,7,Waiyaki Way,SUPA FAST,20000,4/13/2022,5/13/2022,26000,26000,6000,0,0
W2025,8,Waiyaki Way,SUPA FAST,20000,5/18/2022,6/17/2022,26000,26000,6000,0,0
W2025,9,Waiyaki Way,SUPA FAST,20000,6/4/2022,7/4/2022,26000,26000,6000,0,0
W2025,10,Waiyaki Way,SUPA FAST,25000,6/29/2022,7/29/2022,32500,7000,7500,0,7000
W2026,1,Waiyaki Way,SUPA FAST,5000,11/16/2021,12/16/2021,6500,6500,1500,500,0
W2026,2,Waiyaki Way,SUPA FAST,5000,12/7/2021,1/6/2022,6500,6500,1500,0,0
W2027,1,Waiyaki Way,SUPA FAST,4000,11/16/2021,12/16/2021,5200,5200,1200,500,0
W2028,1,Waiyaki Way,SUPA FAST,5000,11/17/2021,12/17/2021,6500,5278,1500,500,1400
W2029,1,Waiyaki Way,SUPA FAST,10000,11/18/2021,12/18/2021,13000,13000,3000,500,0
W2029,2,Waiyaki Way,SUPA FAST,10000,12/14/2021,1/13/2022,13000,13000,3000,0,0
W2029,3,Waiyaki Way,SUPA FAST,15000,1/10/2022,2/9/2022,19500,19500,4500,0,0
W2029,4,Waiyaki Way,SUPA FAST,15000,2/8/2022,3/10/2022,19500,19500,4500,0,0
W2029,5,Waiyaki Way,SUPA FAST,15000,3/9/2022,4/8/2022,19500,19500,4500,0,0
W2029,6,Waiyaki Way,SUPA FAST,20000,4/6/2022,5/6/2022,26000,26000,6000,0,0
W2029,7,Waiyaki Way,SUPA FAST,20000,5/5/2022,6/4/2022,26000,26000,6000,0,0
W2029,8,Waiyaki Way,SUPA FAST,20000,6/3/2022,7/3/2022,26000,26000,6000,0,0
W2029,9,Waiyaki Way,SUPA FAST,20000,6/30/2022,7/30/2022,26000,26000,6000,0,0
W2029,10,Waiyaki Way,SUPA FAST,20000,7/28/2022,8/27/2022,26000,5500,6000,0,5600
W2030,1,Waiyaki Way,SUPA FAST,3000,11/18/2021,12/18/2021,3900,2500,900,500,840
W2031,1,Waiyaki Way,SUPA FAST,3000,11/19/2021,12/19/2021,3900,3900,900,500,0
W2031,2,Waiyaki Way,SUPA FAST,3000,2/18/2022,3/20/2022,3900,3900,900,0,0
W2032,1,Waiyaki Way,SUPA FAST,10000,11/20/2021,12/20/2021,13000,13000,3000,500,0
W2032,2,Waiyaki Way,SUPA FAST,10000,12/17/2021,1/16/2022,13000,13000,3000,0,0
W2032,3,Waiyaki Way,SUPA FAST,10000,2/23/2022,3/25/2022,13000,13000,3000,0,0
W2032,4,Waiyaki Way,SUPA FAST,10000,3/24/2022,4/23/2022,13000,13000,3000,0,0
W2032,5,Waiyaki Way,SUPA FAST,10000,4/22/2022,5/22/2022,13000,13000,3000,0,0
W2032,6,Waiyaki Way,SUPA FAST,10000,5/21/2022,6/20/2022,13000,13000,3000,0,0
W2032,7,Waiyaki Way,SUPA FAST,10000,5/25/2022,6/24/2022,13000,13000,3000,0,0
W2032,8,Waiyaki Way,SUPA FAST,15000,6/20/2022,7/20/2022,19500,19500,4500,0,0
W2032,9,Waiyaki Way,SUPA FAST,5000,7/8/2022,8/7/2022,6500,6500,1500,0,0
W2032,10,Waiyaki Way,SUPA FAST,10000,7/30/2022,8/29/2022,13000,13000,3000,0,0
W2033,1,Waiyaki Way,SUPA FAST,3000,11/22/2021,12/22/2021,3900,3900,900,500,0
W2034,1,Waiyaki Way,SUPA FAST,5000,11/22/2021,12/22/2021,6500,6500,1500,500,0
W2034,2,Waiyaki Way,SUPA FAST,5000,12/17/2021,1/16/2022,6500,6500,1500,0,0
W2034,3,Waiyaki Way,SUPA FAST,5000,1/11/2022,2/13/2022,6500,6500,1500,0,0
W2034,4,Waiyaki Way,SUPA FAST,8000,2/1/2022,3/3/2022,10400,5470,2400,0,2240
W2035,1,Waiyaki Way,SUPA FAST,2500,11/23/2021,12/23/2021,3250,3250,750,500,0
W2035,2,Waiyaki Way,SUPA FAST,3000,4/13/2022,5/13/2022,3900,3900,900,0,0
W2035,3,Waiyaki Way,SUPA FAST,3000,5/6/2022,6/5/2022,3900,0,900,0,870
W2036,1,Waiyaki Way,SUPA FAST,8000,11/23/2021,12/23/2023,10400,10400,2400,500,22400
W2037,1,Waiyaki Way,SUPA FAST,10000,11/24/2021,12/24/2021,13000,13000,3000,500,0
W2037,2,Waiyaki Way,SUPA FAST,10000,12/22/2021,1/21/2022,13000,13000,3000,0,0
W2037,3,Waiyaki Way,SUPA FAST,10000,1/20/2022,2/19/2022,13000,13000,3000,0,0
W2037,4,Waiyaki Way,SUPA FAST,15000,2/18/2022,3/20/2022,19500,19500,4500,0,0
W2038,1,Waiyaki Way,SUPA FAST,5000,11/24/2021,12/24/2021,6500,6500,1500,500,0
W2038,2,Waiyaki Way,SUPA FAST,5000,6/3/2022,7/3/2022,6500,6500,1500,0,0
W2038,3,Waiyaki Way,SUPA FAST,3000,6/22/2023,7/22/2022,3900,3900,900,0,0
W2038,4,Waiyaki Way,SUPA FAST,2000,7/6/2022,8/5/2022,2600,2600,600,0,0
W2039,1,Waiyaki Way,SUPA FAST,3000,11/26/2021,12/26/2021,3900,975,900,500,840
W2040,1,Waiyaki Way,SUPA FAST,10000,11/25/2021,12/25/2021,13000,13000,3000,500,0
W2040,2,Waiyaki Way,SUPA FAST,10000,12/24/2021,1/23/2021,13000,13000,3000,0,0
W2040,3,Waiyaki Way,SUPA FAST,10000,1/27/2022,2/26/2022,13000,13000,3000,0,0
W2040,4,Waiyaki Way,SUPA FAST,6000,3/4/2022,4/3/2022,7800,7800,1800,0,0
W2040,5,Waiyaki Way,SUPA FAST,10000,4/1/2022,5/1/2022,13000,13000,3000,0,0
W2040,6,Waiyaki Way,SUPA FAST,10000,4/28/2022,5/28/2022,13000,13000,3000,0,0
W2040,7,Waiyaki Way,SUPA FAST,10000,5/23/2022,6/22/2022,13000,13000,3000,0,0
W2041,1,Waiyaki Way,SUPA FAST,5000,11/29/2021,12/29/2021,6500,6500,1500,0,0
W2041,2,Waiyaki Way,SUPA FAST,5000,1/4/2022,2/3/2022,6500,6500,1500,0,0
W2041,3,Waiyaki Way,SUPA FAST,5000,2/3/2022,3/5/2022,6500,6500,1500,0,0
W2041,4,Waiyaki Way,SUPA FAST,5000,3/3/2022,4/2/2022,6500,6500,1500,0,0
W2041,5,Waiyaki Way,SUPA FAST,5000,3/30/2022,4/29/2022,6500,6500,1500,0,0
W2041,6,Waiyaki Way,SUPA FAST,5000,4/26/2022,5/26/2022,6500,6500,1500,0,0
W2041,7,Waiyaki Way,SUPA FAST,5000,6/29/2022,7/29/2022,6500,6500,1500,0,0
W2041,8,Waiyaki Way,SUPA FAST,5000,7/26/2022,8/25/2022,6500,6500,1500,0,0
W2041,9,Waiyaki Way,SUPA FAST,5000,8/24/2022,9/23/2022,6500,6500,1500,0,0
W2041,10,Waiyaki Way,SUPA FAST,5000,9/21/2022,10/21/2022,6500,6500,1500,0,0
W2041,11,Waiyaki Way,SUPA FAST,5000,10/19/2022,11/18/2022,6500,6500,1500,0,0
W2041,12,Waiyaki Way,SUPA FAST,5000,11/17/2022,12/17/2022,6500,6500,1500,0,0
W2041,13,Waiyaki Way,SUPA FAST,5000,12/16/2022,1/15/2023,6500,6500,1500,0,0
W2041,14,Waiyaki Way,SUPA FAST,5000,1/14/2022,2/13/2022,6500,6500,1500,0,0
W2041,15,Waiyaki Way,SUPA FAST,5000,2/11/2023,3/13/2023,6500,6500,1500,0,0
W2041,16,Waiyaki Way,SUPA FAST,5000,3/14/2023,4/13/2023,6500,6500,1500,0,0
W2042,1,Waiyaki Way,SUPA FAST,10000,11/29/2021,12/29/2021,13000,13000,3000,500,0
W2042,2,Waiyaki Way,SUPA FAST,5000,2/9/2022,3/11/2022,6500,6500,1500,0,0
W2042,3,Waiyaki Way,SUPA FAST,5000,3/8/2022,4/7/2022,6500,6500,1500,0,0
W2042,4,Waiyaki Way,SUPA FAST,5000,4/6/2022,5/6/2022,6500,6500,1500,0,0
W2042,5,Waiyaki Way,SUPA FAST,5000,5/5/2022,6/4/2022,6500,6500,1500,0,0
W2042,6,Waiyaki Way,SUPA FAST,5000,6/3/2022,7/3/2022,6500,6500,1500,0,0
W2042,7,Waiyaki Way,SUPA FAST,5000,6/28/2022,7/28/2022,6500,6500,1500,0,0
W2042,8,Waiyaki Way,SUPA FAST,5000,7/26/2022,8/26/2022,6500,6500,1500,0,0
W2043,1,Waiyaki Way,SUPA FAST,5000,11/29/2021,12/29/2021,6500,6500,1500,500,0
W2044,1,Waiyaki Way,SUPA FAST,7000,11/29/2021,12/29/2021,9100,9100,2100,500,0
W2045,1,Waiyaki Way,SUPA FAST,5000,12/1/2021,12/31/2021,6500,6500,1500,500,0
W2045,2,Waiyaki Way,SUPA FAST,5000,12/29/2021,1/28/2022,6500,6500,1500,0,0
W2045,3,Waiyaki Way,SUPA FAST,5000,1/17/2022,2/16/2022,6500,6500,1500,0,0
W2045,4,Waiyaki Way,SUPA FAST,8000,1/27/2022,2/29/2022,10400,10400,2400,0,0
W2045,5,Waiyaki Way,SUPA FAST,8000,2/14/2022,3/16/2022,10400,10400,2400,0,0
W2045,6,Waiyaki Way,SUPA FAST,8000,3/7/2022,4/6/2022,10400,10400,2400,0,0
W2045,7,Waiyaki Way,SUPA FAST,8000,3/31/2022,4/30/2022,10400,10400,2400,0,0
W2045,8,Waiyaki Way,SUPA FAST,8000,4/21/2022,5/21/2022,10400,10400,2400,0,0
W2045,9,Waiyaki Way,SUPA FAST,8000,5/20/2022,6/19/2022,10400,10400,2400,0,0
W2045,10,Waiyaki Way,SUPA FAST,8000,6/14/2022,7/14/2022,10400,10400,2400,0,0
W2045,11,Waiyaki Way,SUPA FAST,8000,7/8/2022,8/7/2022,10400,0,2400,0,2240
W2046,1,Waiyaki Way,SUPA FAST,4000,12/2/2021,1/1/2022,5200,5200,1200,500,0
W2046,2,Waiyaki Way,SUPA FAST,4000,2/7/2022,3/9/2022,5200,5200,1200,0,0
W2046,3,Waiyaki Way,SUPA FAST,4000,3/8/2022,4/7/2022,5200,5200,1200,0,0
W2046,4,Waiyaki Way,SUPA FAST,4000,4/1/2022,5/1/2022,5200,5200,1200,0,0
W2046,5,Waiyaki Way,SUPA FAST,4000,4/30/2022,5/30/2022,5200,5200,1200,0,0
W2046,6,Waiyaki Way,SUPA FAST,4000,6/6/2022,7/6/2022,5200,5200,1200,0,0
W2046,7,Waiyaki Way,SUPA FAST,4000,12/6/2022,1/5/2023,5200,5200,1200,0,0
W2046,8,Waiyaki Way,SUPA FAST,4000,1/4/2023,2/3/2023,5200,5200,1200,0,0
W2046,9,Waiyaki Way,SUPA FAST,4000,1/23/2023,2/22/2023,5200,5200,1200,0,0
W2046,10,Waiyaki Way,SUPA FAST,4000,2/22/2023,3/24/2023,5200,5200,1200,0,0
W2046,11,Waiyaki Way,SUPA FAST,4000,3/23/2023,4/22/2023,5200,5200,1200,0,0
W2046,12,Waiyaki Way,SUPA FAST,4000,6/8/2023,7/8/2023,5200,5200,1200,0,0
W2046,13,Waiyaki Way,SUPA FAST,5000,7/8/2023,8/7/2023,6500,6500,1500,0,0
